states,imprecision
0,1.0
1,0.04879437180296876
2,0.04783839584518734
3,0.04688909167704114
4,0.04592928223651604
5,0.044977124450533035
6,0.04402496666455002
7,0.04307661180057198
8,0.04212063584279057
9,0.04115697754717917
10,0.04020672312461037
11,0.039255517496413324
12,0.03829762671495985
13,0.0373464210867629
14,0.0364009084432605
15,0.03544588846143692
16,0.03450132133057792
17,0.033549163544594925
18,0.03260080868061688
19,0.03164578869879331
20,0.03069838218967913
21,0.029746224403696116
22,0.028794066617713113
23,0.02784286098951616
24,0.026895454480401985
25,0.025944248852204924
26,0.024993043224007975
27,0.02404183759581091
28,0.02309537849320586
29,0.02214702362922782
30,0.021195818001030764
31,0.020224415631398093
32,0.019284561899963082
33,0.018335257731816768
34,0.017382146834936885
35,0.016427126853113323
36,0.015473061891271627
37,0.014524707027293467
38,0.013576352163315427
39,0.01262799729933728
40,0.011678693131191078
41,0.01072748750299402
42,0.009778183334847701
43,0.008830776825733631
44,0.007887154262005591
45,0.006938799398027441
46,0.005991392888913261
47,0.005044933786308324
48,0.004098474683703279
49,0.00315296204020088
50,0.00220744939669848
51,0.0012619367531959695
52,0.001260981733214206
53,0.0012600219237736128
54,0.0012590563352665736
55,0.0012580936406293433
56,0.001257141482843282
57,0.001256183592061921
58,0.0012552257012804495
59,0.001254263006643108
60,0.0012532993483475026
61,0.0012523471905615537
62,0.00125139788639339
63,0.0012504419104355515
64,0.0012494897526496023
65,0.001248537594863652
66,0.0012475825748817784
67,0.0012466246841003063
68,0.0012456696641185427
69,0.00124471655322167
70,0.0012437509647146294
71,0.0012427930739331572
72,0.0012418370979753182
73,0.0012408820779935548
74,0.0012399174550750127
75,0.0012389528321564702
76,0.0012379882092379275
77,0.0012370264772952892
78,0.0012360579862195078
79,0.001235089495143726
80,0.001234134475161963
81,0.0012331708168663576
82,0.001232211007425765
83,0.001231258849639816
84,0.001230306691853866
85,0.0012293573876857036
86,0.0012284014117278637
87,0.001227445435770136
88,0.0012264932779841866
89,0.0012255373020263467
90,0.0012245794112448753
91,0.0012236186410341525
92,0.0012226693368659887
93,0.0012217190824435065
94,0.0012207669246574457
95,0.0012198176204892832
96,0.0012188616445315545
97,0.0012179018350909625
98,0.001216944902200368
99,0.001215981243904762
100,0.001215013721320046
101,0.0012140587013381718
102,0.0012130988918976902
103,0.0012121476862695377
104,0.0012111897954880653
105,0.0012102299860474726
106,0.0012092663277518674
107,0.0012083132168549948
108,0.0012073620112268428
109,0.0012063973883083
110,0.0012054480841401374
111,0.0012044949732432637
112,0.001203544718820671
113,0.001202587785930076
114,0.0012016289362989378
115,0.0012006777306707848
116,0.0011997188810396464
117,0.0011987657701427734
118,0.0011978202574992602
119,0.0011968728509901272
120,0.0011959282838592824
121,0.0011949761260733323
122,0.0011940076349975513
123,0.0011930430120790088
124,0.0011920889471171983
125,0.0011911377414890454
126,0.001190192228845532
127,0.0011892391179486592
128,0.001188291711439526
129,0.0011873376464777148
130,0.0011863701238929987
131,0.0011854198694704059
132,0.0011844648494886423
133,0.0011835021548513014
134,0.0011825452219605963
135,0.0011815987628579496
136,0.0011806446978961387
137,0.0011796829659534993
138,0.0011787383988226543
139,0.0011777862410365936
140,0.0011768254708258712
141,0.0011758637388832314
142,0.001174918226239718
143,0.0011739670206115658
144,0.0011730224534806102
145,0.0011720712478524575
146,0.0011711266807216125
147,0.0011701687899401407
148,0.001169211857049435
149,0.0011682682344857924
150,0.0011673160766997313
151,0.0011663495216376334
152,0.0011653819990530279
153,0.0011644269790711539
154,0.001163482411940309
155,0.0011625302541543596
156,0.0011615837950517123
157,0.0011606230248409897
158,0.0011596689598791785
159,0.0011587234472356656
160,0.0011577731928130717
161,0.001156807604306032
162,0.0011558563986778791
163,0.001154898507896407
164,0.0011539406171149345
165,0.001152986552153123
166,0.0011520267427125308
167,0.0011510621197939885
168,0.0011501175526631433
169,0.0011491653948771943
170,0.0011482055854367121
171,0.0011472515204747902
172,0.0011463050613722547
173,0.001145361438808501
174,0.0011444130839445286
175,0.0011434571079866895
176,0.0011425068535642071
177,0.0011415565991416128
178,0.0011406072949734498
179,0.001139654184076577
180,0.0011386972511858715
181,0.0011377403182952772
182,0.001136790063872684
183,0.0011358359989107616
184,0.00113488193394895
185,0.0011339173110304082
186,0.0011329603781398139
187,0.001132008220353753
188,0.0011310579659312705
189,0.001130104855034286
190,0.0011291517441374133
191,0.0011281986332405405
192,0.0011272483788180578
193,0.001126298124395464
194,0.001125336392452714
195,0.0011243794595621197
196,0.0011234339469186063
197,0.0011224865404094733
198,0.001121536285986879
199,0.0011205850803587274
200,0.0011196214220631215
201,0.0011186730671991492
202,0.001117718047217275
203,0.001116755352579934
204,0.0011157984196893402
205,0.0011148481652667463
206,0.001113898861098583
207,0.00111295334845507
208,0.0011120040442869072
209,0.0011110547401187447
210,0.0011101054359506921
211,0.0011091627570094518
212,0.0011082134528412888
213,0.001107260341944416
214,0.0011063024511630548
215,0.0011053445603815826
216,0.0011043971538724495
217,0.0011034487990084771
218,0.001102488028797755
219,0.0011015330088158803
220,0.0011005818031877277
221,0.0010996267832058533
222,0.001098677479037691
223,0.0010977262734095379
224,0.001096781706278693
225,0.0010958324021105306
226,0.001094878337148719
227,0.0010939309306395861
228,0.0010929711211991042
229,0.001092017056237182
230,0.0010910629912753707
231,0.0010901165321727242
232,0.0010891624672109133
233,0.0010881997725735724
234,0.0010872495181510902
235,0.0010862925852603842
236,0.0010853356523696784
237,0.0010843719940740737
238,0.0010834121846335918
239,0.0010824647781244587
240,0.001081507845233753
241,0.0010805509123430481
242,0.0010796006579205648
243,0.0010786389259778155
244,0.0010776924668752796
245,0.001076717169162689
246,0.0010757697626535556
247,0.0010748204584853926
248,0.0010738587265427533
249,0.0010728998769116145
250,0.0010719467660147415
251,0.0010709936551178687
252,0.0010700443509497057
253,0.0010690883749919773
254,0.0010681323990341385
255,0.0010671764230764103
256,0.0010662242652903497
257,0.0010652721075044005
258,0.0010643189966075277
259,0.001063365885710654
260,0.001062409909752815
261,0.0010614462514572096
262,0.0010604854812464866
263,0.0010595418586828444
264,0.0010585887477858604
